"","acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","ph","sulphates","alcohol","quality","tipo"
"3985",6.69,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5,"tinto"
"3986",8.01,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5,"tinto"
"3987",7.81,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,"tinto"
"3988",8.445,0,2,0.082,8,16,0.9964,3.38,0.59,9.8,6,"tinto"
"3989",7.375,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,"tinto"
"3990",7.585,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,"tinto"
"3991",8.955,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,5,"tinto"
"3992",7.505,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6,"tinto"
"3993",5.52,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,5,"tinto"
"3994",8.445,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,"tinto"
"3995",8.4,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6,"tinto"
"3996",8.48,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,"tinto"
"3997",6.83,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4,"tinto"
"3998",7.75,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,"tinto"
"3999",9.41,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4,"tinto"
"4000",7.99,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,6,"tinto"
"4001",8.76,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5,"tinto"
"4002",7.47,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5,"tinto"
"4003",5.12,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4,"tinto"
"4004",8.635,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,"tinto"
"4005",8.99,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,5,"tinto"
"4006",6.8,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5,"tinto"
"4007",5.91,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2,5,"tinto"
"4008",9.46,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,"tinto"
"4009",7.12,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,"tinto"
"4010",7.1,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,"tinto"
"4011",8.98,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,5,"tinto"
"4012",8.11,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,6,"tinto"
"4013",8.32,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,"tinto"
"4014",10.62,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6,5,"tinto"
"4015",8.13,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,"tinto"
"4016",8.39,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,5,"tinto"
"4017",7.69,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,"tinto"
"4018",9.2,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5,"tinto"
"4019",8.39,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,5,"tinto"
"4020",8.02,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,"tinto"
"4021",7.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5,"tinto"
"4022",7.925,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,"tinto"
"4023",8.02,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,5,"tinto"
"4024",7.305,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5,"tinto"
"4025",9.62,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7,5,"tinto"
"4026",8.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,"tinto"
"4027",8.33,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,"tinto"
"4028",8.37,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,5,"tinto"
"4029",8.39,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5,"tinto"
"4030",8.975,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,"tinto"
"4031",10.02,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5,"tinto"
"4032",9.21,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,"tinto"
"4033",7.585,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6,"tinto"
"4034",7.45,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,"tinto"
"4035",8.925,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,"tinto"
"4036",6.65,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5,"tinto"
"4037",8.23,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,5,"tinto"
"4038",7.9,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5,"tinto"
"4039",7.97,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5,"tinto"
"4040",6.6,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6,"tinto"
"4041",7.45,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,"tinto"
"4043",8.19,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,"tinto"
"4044",9.69,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5,"tinto"
"4045",7.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5,"tinto"
"4046",8.42,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,"tinto"
"4048",6.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4,"tinto"
"4049",5.3,0.17,2.3,0.058,17,106,0.9932,3.85,0.6,12.9,6,"tinto"
"4050",7.575,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5,"tinto"
"4051",7.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,"tinto"
"4052",8.5,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5,"tinto"
"4053",8.645,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,"tinto"
"4054",8.91,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6,"tinto"
"4055",8.3,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,"tinto"
"4056",8.675,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,"tinto"
"4057",7.69,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5,"tinto"
"4058",8.21,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5,"tinto"
"4059",6.83,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,5,"tinto"
"4060",8.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6,"tinto"
"4061",8.885,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,5,"tinto"
"4062",8.36,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,"tinto"
"4063",9.02,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,"tinto"
"4064",9,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,"tinto"
"4065",10.41,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,6,"tinto"
"4066",9.8,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,"tinto"
"4067",8.84,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,"tinto"
"4068",8.36,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,"tinto"
"4069",9.35,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,"tinto"
"4070",7.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,6,"tinto"
"4071",8.37,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5,"tinto"
"4072",7.995,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5,"tinto"
"4073",8.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5,"tinto"
"4074",8.3,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5,5,"tinto"
"4075",9.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5,"tinto"
"4076",9.53,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,5,"tinto"
"4077",9.43,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,5,"tinto"
"4078",8.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,"tinto"
"4079",6.48,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,5,"tinto"
"4080",8.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5,"tinto"
"4081",6.1,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,"tinto"
"4082",7.1,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,"tinto"
"4083",8.94,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,"tinto"
"4084",9.145,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,"tinto"
"4085",9.015,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,"tinto"
"4086",7.615,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,"tinto"
"4087",8.36,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,"tinto"
"4088",8.36,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5,"tinto"
"4089",5.54,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6,"tinto"
"4090",6.69,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,"tinto"
"4091",8.77,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,5,"tinto"
"4092",6.48,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5,"tinto"
"4093",8.09,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5,"tinto"
"4094",7.39,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6,"tinto"
"4095",8.6,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,"tinto"
"4096",7.63,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,"tinto"
"4098",8.1,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5,"tinto"
"4099",7.53,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,"tinto"
"4100",7.53,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,"tinto"
"4101",7.78,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,"tinto"
"4102",7.4,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,"tinto"
"4103",8.55,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,"tinto"
"4104",8.28,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,"tinto"
"4105",8.33,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10,6,"tinto"
"4106",8,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5,"tinto"
"4107",7.89,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5,"tinto"
"4108",8.43,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,"tinto"
"4109",7.44,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,"tinto"
"4110",7.85,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9,4,"tinto"
"4111",7.43,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,"tinto"
"4112",8.205,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,"tinto"
"4113",8.785,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4,"tinto"
"4114",8.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,"tinto"
"4115",8.02,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,6,"tinto"
"4116",7.68,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,"tinto"
"4117",7.4,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,"tinto"
"4118",8.02,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,"tinto"
"4119",7.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,"tinto"
"4120",9.41,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,"tinto"
"4121",9.51,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5,"tinto"
"4122",7.93,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,"tinto"
"4123",7.41,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,"tinto"
"4124",7.32,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,"tinto"
"4125",9.21,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,"tinto"
"4126",7.79,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5,"tinto"
"4127",8.405,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,"tinto"
"4128",8.4,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5,5,"tinto"
"4129",8.39,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,"tinto"
"4130",8.7,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4,5,"tinto"
"4131",6.77,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6,"tinto"
"4132",7.43,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,"tinto"
"4133",8.15,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,"tinto"
"4134",8.39,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,"tinto"
"4135",7.88,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2,5,"tinto"
"4136",11.8,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,"tinto"
"4137",6.235,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,"tinto"
"4138",7.99,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,"tinto"
"4139",9.92,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,"tinto"
"4140",9.17,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,"tinto"
"4141",7.3,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,"tinto"
"4142",7.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,5,"tinto"
"4143",7.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,"tinto"
"4144",13.1,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,"tinto"
"4145",8.37,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,5,"tinto"
"4146",8.24,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4,5,"tinto"
"4147",11.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,"tinto"
"4148",10.23,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,"tinto"
"4149",8.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,"tinto"
"4150",12.04,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,"tinto"
"4151",8.77,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,"tinto"
"4152",8.535,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,"tinto"
"4153",7.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,"tinto"
"4154",9.325,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,"tinto"
"4155",8.825,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,"tinto"
"4156",7.99,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,5,"tinto"
"4157",8.33,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,"tinto"
"4158",8.14,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,"tinto"
"4159",7.93,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,5,"tinto"
"4160",7.41,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,"tinto"
"4161",9.245,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,"tinto"
"4162",9.035,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,"tinto"
"4163",8.13,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,"tinto"
"4164",9.49,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,"tinto"
"4165",9.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,"tinto"
"4166",7.42,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,"tinto"
"4167",5.68,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,"tinto"
"4168",8.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,"tinto"
"4169",8.87,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,"tinto"
"4170",9.2,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,"tinto"
"4171",7.83,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,"tinto"
"4172",7.845,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,"tinto"
"4173",9.535,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,"tinto"
"4174",12.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,"tinto"
"4175",8.28,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,"tinto"
"4176",15.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,"tinto"
"4177",7.96,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,"tinto"
"4178",7.78,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,"tinto"
"4179",8.8,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,"tinto"
"4180",8.23,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,"tinto"
"4181",11.12,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,"tinto"
"4182",7.7,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,"tinto"
"4183",11.45,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,"tinto"
"4184",8.475,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,"tinto"
"4185",8.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,"tinto"
"4186",9.74,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,"tinto"
"4187",7.295,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,"tinto"
"4188",8.11,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,"tinto"
"4189",10.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,"tinto"
"4190",8.23,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,5,"tinto"
"4191",7.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,"tinto"
"4192",8.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5,"tinto"
"4193",8.27,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,5,"tinto"
"4194",13.06,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,"tinto"
"4195",12.06,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,"tinto"
"4196",8.97,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4,"tinto"
"4197",8.25,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,8,"tinto"
"4198",7.44,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,"tinto"
"4199",11.68,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,"tinto"
"4200",8.445,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,"tinto"
"4201",11.27,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5,"tinto"
"4202",9.115,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,"tinto"
"4203",8.15,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5,"tinto"
"4204",10.62,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,"tinto"
"4205",9.3,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,"tinto"
"4206",11.66,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,"tinto"
"4207",7.97,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,"tinto"
"4208",8.12,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,"tinto"
"4209",10.49,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,"tinto"
"4210",12.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,"tinto"
"4211",7.9,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,"tinto"
"4212",9.22,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,"tinto"
"4213",12.02,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,"tinto"
"4214",11.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5,"tinto"
"4215",10.95,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,"tinto"
"4216",7.26,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,"tinto"
"4217",13.64,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,"tinto"
"4218",11.3,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,"tinto"
"4219",11.43,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,"tinto"
"4220",7.73,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,"tinto"
"4221",7.85,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,"tinto"
"4222",7.57,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,"tinto"
"4223",8.03,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,"tinto"
"4224",11.28,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,"tinto"
"4225",9.005,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,"tinto"
"4226",8.07,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,"tinto"
"4227",9.05,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,"tinto"
"4228",10.83,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,"tinto"
"4229",8.22,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,"tinto"
"4230",10.71,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,"tinto"
"4231",10.73,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,"tinto"
"4232",7.69,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,"tinto"
"4233",8.43,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,"tinto"
"4234",9.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,"tinto"
"4235",9.07,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,"tinto"
"4236",7.76,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5,"tinto"
"4237",7.45,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,"tinto"
"4238",10.16,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,"tinto"
"4239",10.37,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,"tinto"
"4240",10.46,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,"tinto"
"4241",9.91,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,"tinto"
"4242",8.42,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,"tinto"
"4243",10.89,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,"tinto"
"4244",10.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,"tinto"
"4245",12.13,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,"tinto"
"4246",10.74,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,"tinto"
"4247",13.67,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,"tinto"
"4248",11.16,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5,"tinto"
"4249",10.56,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,"tinto"
"4250",8.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,"tinto"
"4251",8.96,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,"tinto"
"4252",8.55,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,"tinto"
"4253",12.595,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,"tinto"
"4254",9.33,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,"tinto"
"4255",8.23,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,"tinto"
"4256",12.89,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,"tinto"
"4257",12.78,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,"tinto"
"4258",12.54,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,"tinto"
"4259",11.02,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,"tinto"
"4260",11.29,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,"tinto"
"4261",12.47,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,"tinto"
"4262",7.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,"tinto"
"4263",7.415,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,"tinto"
"4264",14.29,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,"tinto"
"4265",10.16,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,"tinto"
"4266",9.885,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,"tinto"
"4267",11.37,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,"tinto"
"4268",9.895,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,"tinto"
"4269",8.365,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,"tinto"
"4270",14.03,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,"tinto"
"4271",6.31,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,"tinto"
"4272",7.45,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,"tinto"
"4273",11.91,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,"tinto"
"4274",10.92,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,"tinto"
"4275",12.33,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,"tinto"
"4276",12.98,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,"tinto"
